epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
173,23536.4,0.92333,1.0345,1.25837,0.80276,0.71063,0.79824,0.59724,0.95596,0.8636,1.24407,0.004324,0.004324,0.004324
174,23676.8,0.9181,1.03004,1.25406,0.80482,0.70957,0.79839,0.5977,0.95564,0.86281,1.2436,0.004291,0.004291,0.004291
175,23816.7,0.91883,1.03093,1.25584,0.80289,0.71234,0.79877,0.59789,0.95502,0.86209,1.24288,0.004258,0.004258,0.004258
176,23956.8,0.91639,1.02524,1.25301,0.80364,0.71175,0.79883,0.59833,0.95485,0.86135,1.24243,0.004225,0.004225,0.004225
177,24094.8,0.91834,1.02747,1.25396,0.80441,0.71227,0.79926,0.5989,0.95431,0.86071,1.24167,0.004192,0.004192,0.004192
178,24236.3,0.9206,1.02407,1.25585,0.80543,0.71157,0.79959,0.59923,0.95417,0.86004,1.24136,0.004159,0.004159,0.004159
179,24376.6,0.91885,1.02169,1.25295,0.80405,0.71339,0.79964,0.59923,0.954,0.85947,1.24105,0.004126,0.004126,0.004126
180,24517.2,0.91364,1.0129,1.24991,0.80448,0.7141,0.79994,0.59935,0.95387,0.85881,1.24079,0.004093,0.004093,0.004093
181,24658.1,0.91735,1.01146,1.25109,0.80535,0.71486,0.8,0.59961,0.9538,0.85817,1.24058,0.00406,0.00406,0.00406
182,24798.2,0.91493,1.01669,1.2486,0.807,0.71428,0.80021,0.59973,0.95375,0.85753,1.24039,0.004027,0.004027,0.004027
183,24939.3,0.91109,1.00884,1.24598,0.80807,0.71422,0.80044,0.60007,0.95329,0.85693,1.23971,0.003994,0.003994,0.003994
