epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
164,51002.5,0.89359,1.02554,1.30429,0.78116,0.72359,0.80069,0.603,0.93345,0.86645,1.31514,0.004621,0.004621,0.004621
165,51380.5,0.89209,1.02981,1.30406,0.78045,0.72434,0.80065,0.60329,0.9332,0.86568,1.31468,0.004588,0.004588,0.004588
166,51765.4,0.89898,1.02597,1.30455,0.78067,0.72555,0.80105,0.60365,0.93261,0.86505,1.31402,0.004555,0.004555,0.004555
167,52154.8,0.88997,1.01864,1.29984,0.78034,0.72695,0.80112,0.60383,0.93198,0.86376,1.31324,0.004522,0.004522,0.004522
168,52548.3,0.89595,1.02462,1.30321,0.78139,0.72589,0.80177,0.60426,0.9316,0.86297,1.31244,0.004489,0.004489,0.004489
169,52925,0.89263,1.01606,1.29971,0.78229,0.72536,0.80207,0.60451,0.93136,0.86215,1.31201,0.004456,0.004456,0.004456
170,53322.5,0.88653,1.00768,1.29848,0.78235,0.72591,0.80199,0.60494,0.93117,0.86126,1.31162,0.004423,0.004423,0.004423
171,53720,0.89197,1.01275,1.30311,0.77935,0.72841,0.80248,0.60574,0.93052,0.86016,1.31094,0.00439,0.00439,0.00439
172,54115.1,0.88803,1.01049,1.3019,0.77792,0.73036,0.80259,0.60599,0.93014,0.85955,1.31034,0.004357,0.004357,0.004357
173,54508.6,0.88411,1.0028,1.29457,0.77736,0.7303,0.80286,0.60589,0.92991,0.85888,1.31001,0.004324,0.004324,0.004324
174,54905,0.88284,1.00143,1.29159,0.77832,0.73089,0.8036,0.60629,0.92946,0.85798,1.30944,0.004291,0.004291,0.004291
175,55298.7,0.88104,1.00242,1.29375,0.78059,0.73064,0.80385,0.60652,0.92899,0.85705,1.30898,0.004258,0.004258,0.004258
176,55689.7,0.87921,0.99581,1.28942,0.78327,0.72795,0.80375,0.60689,0.92877,0.85603,1.3084,0.004225,0.004225,0.004225
177,56087.5,0.88226,0.99954,1.29298,0.78475,0.72834,0.80395,0.60726,0.9282,0.85553,1.30764,0.004192,0.004192,0.004192
178,56481.6,0.88174,0.99513,1.29205,0.78461,0.72934,0.80457,0.60716,0.92825,0.85458,1.30754,0.004159,0.004159,0.004159
179,56947,0.88042,0.99271,1.2901,0.7841,0.72938,0.8044,0.60755,0.92778,0.85403,1.30701,0.004126,0.004126,0.004126
180,57416.3,0.87718,0.99262,1.28711,0.78655,0.72791,0.80485,0.608,0.92761,0.85334,1.30668,0.004093,0.004093,0.004093
181,57865.4,0.87504,0.98232,1.28503,0.78662,0.72863,0.805,0.60841,0.92727,0.85285,1.30638,0.00406,0.00406,0.00406
182,58327,0.87723,0.99098,1.28622,0.78766,0.72734,0.805,0.60878,0.92693,0.85213,1.30596,0.004027,0.004027,0.004027
183,58732.4,0.87166,0.97822,1.28333,0.78688,0.72611,0.80537,0.60901,0.92674,0.85112,1.3056,0.003994,0.003994,0.003994
184,59119.9,0.87431,0.98047,1.28616,0.78779,0.72627,0.80539,0.6093,0.92651,0.85043,1.30535,0.003961,0.003961,0.003961
185,59510.1,0.87266,0.97821,1.28386,0.78953,0.72577,0.80589,0.6097,0.92642,0.8497,1.30523,0.003928,0.003928,0.003928
